"code_module","code_presentation","id_student","id_site","date","sum_click"
"DDD","2013B","524160","547272","6","9"
"FFF","2014B","544593","779089","55","2"
"DDD","2013J","380662","673519","105","1"
"FFF","2013J","599445","716899","172","5"
"GGG","2014B","614893","798671","192","30"
"FFF","2013B","427348","527398","1","2"
"FFF","2014J","440818","882537","172","1"
"FFF","2013B","539440","526721","173","2"
"DDD","2013B","555446","547308","199","1"
"FFF","2014J","642843","883092","198","8"
"DDD","2014J","514277","813959","-4","1"
"FFF","2014J","483037","882596","102","3"
"EEE","2014J","2654928","832663","60","2"
"FFF","2014B","547506","779652","50","2"
"FFF","2014J","654867","882547","128","4"
"DDD","2013B","925553","547303","54","1"
"FFF","2013J","609439","716325","16","20"
"FFF","2013B","549513","526844","42","4"
"EEE","2014B","632083","790866","125","2"
"EEE","2014J","689983","832566","124","9"
"FFF","2013J","2548055","716351","-2","1"
"DDD","2014J","557389","813708","144","3"
"CCC","2014B","585397","730035","51","1"
"DDD","2014J","587579","814037","98","1"
"GGG","2014B","596513","798620","4","28"
"BBB","2014B","570437","768336","13","7"
"BBB","2014J","1118432","957623","154","8"
"CCC","2014J","528506","909037","66","1"
"GGG","2013J","279747","661572","101","7"
"DDD","2014B","596465","772705","20","5"
"EEE","2014B","626519","790810","208","1"
"FFF","2014J","550420","882537","237","2"
"DDD","2014J","370089","1016387","230","1"
"DDD","2013B","298040","547946","70","2"
"FFF","2014J","534112","882618","63","1"
"FFF","2014B","625566","779080","26","1"
"EEE","2014B","571128","790740","39","2"
"BBB","2014B","612721","768336","156","3"
"BBB","2014J","539635","913473","49","4"
"CCC","2014J","607453","909097","240","1"
"FFF","2013B","537672","526820","127","1"
"FFF","2014J","275127","882537","23","4"
"BBB","2013B","532512","542864","150","1"
"GGG","2014B","629198","798636","159","4"
"BBB","2014B","592602","768771","45","1"
"FFF","2013B","551027","526738","0","1"
"FFF","2013B","407818","527368","152","1"
"EEE","2013J","526073","551012","-5","12"
"CCC","2014B","537606","729671","58","1"
"DDD","2013J","2327472","674073","32","1"
"FFF","2014J","383602","882679","148","1"
"CCC","2014J","1874160","909229","213","1"
"FFF","2014J","550703","883040","142","3"
"FFF","2013J","470461","716682","5","1"
"BBB","2014B","571897","768336","101","2"
"FFF","2013B","532428","527111","210","1"
"FFF","2013B","313975","527186","156","1"
"FFF","2014J","648038","882592","131","1"
"BBB","2013B","479060","542864","88","5"
"CCC","2014J","645770","909071","4","3"
"FFF","2014B","438796","779671","128","1"
"EEE","2014B","623780","790838","53","1"
"DDD","2013B","516450","547303","186","1"
"FFF","2014B","383921","779580","149","1"
"DDD","2013B","545993","547303","65","2"
"DDD","2013B","2602486","547305","65","1"
"DDD","2014J","646359","813701","111","2"
"DDD","2014B","611879","773346","186","1"
"DDD","2013J","603498","674053","38","2"
"BBB","2013B","528250","542864","107","1"
"FFF","2013B","1436558","526738","158","1"
"EEE","2013J","570377","551175","3","1"
"BBB","2013B","543970","542797","78","2"
"FFF","2014J","687503","883261","74","1"
"DDD","2013B","496601","547303","14","2"
"EEE","2013J","572570","551010","35","3"
"FFF","2014J","648365","883076","-16","2"
"FFF","2014J","682695","883037","14","1"
"EEE","2014J","523872","832780","67","1"
"FFF","2013J","576789","716346","-12","2"
"BBB","2014J","2281286","913525","45","2"
"EEE","2013J","586668","551013","108","1"
"FFF","2013J","984347","716216","63","2"
"EEE","2014J","640439","832662","61","17"
"DDD","2013J","2677097","673519","44","4"
"DDD","2013B","508934","547272","47","2"
"DDD","2014J","690365","814048","56","1"
"AAA","2013J","721259","546657","15","3"
"GGG","2013J","597669","661575","95","3"
"FFF","2014J","485228","882565","176","6"
"FFF","2013B","193834","526721","185","2"
"CCC","2014B","2556060","730007","85","2"
"BBB","2013B","392213","542864","163","2"
"FFF","2013J","2445085","716655","24","1"
"FFF","2014J","676265","882678","66","1"
"BBB","2014J","106793","913475","3","2"
"EEE","2014J","67539","832669","29","3"
"FFF","2013J","593755","716216","205","2"
"FFF","2013B","153785","527115","62","1"
"FFF","2014J","641461","882550","33","1"
"BBB","2013B","363660","542807","186","15"
"BBB","2014B","556012","768379","144","2"
"GGG","2014J","687821","897071","33","2"
"CCC","2014B","171896","729787","15","1"
"BBB","2013J","1541133","703968","124","1"
"DDD","2013B","499056","547867","213","2"
"CCC","2014J","627184","909095","241","5"
"FFF","2013B","353018","526754","221","77"
"DDD","2014J","679854","813708","-9","17"
"FFF","2014J","2106955","883063","12","1"
"BBB","2014J","561618","913516","167","1"
"CCC","2014B","2548877","729678","52","4"
"DDD","2014B","299949","773002","1","1"
"DDD","2013J","411707","674120","156","1"
"CCC","2014J","586594","909020","87","2"
"FFF","2014J","613330","882545","189","3"
"CCC","2014B","630613","729791","44","1"
"DDD","2014B","550893","772997","99","10"
"FFF","2013J","562448","716238","7","2"
"DDD","2014J","686018","813701","1","1"
"DDD","2014J","556514","814300","146","2"
"FFF","2014J","648685","882537","260","1"
"CCC","2014J","1991399","909018","157","2"
"BBB","2014B","563487","768783","27","1"
"FFF","2014B","563823","779653","184","3"
"FFF","2013J","601104","716432","151","99"
"DDD","2014B","618940","772729","45","1"
"FFF","2014B","589565","779671","57","1"
"FFF","2014J","585503","882567","196","1"
"FFF","2014B","624152","779343","109","1"
"AAA","2013J","969076","546651","154","1"
"FFF","2013B","465312","526839","85","30"
"DDD","2014B","612669","773390","-11","1"
"EEE","2014B","631117","790732","5","7"
"DDD","2014J","1879751","814001","209","1"
"CCC","2014J","655890","1019025","237","6"
"DDD","2014B","531234","773155","110","2"
"BBB","2014J","2149487","913528","-4","1"
"DDD","2014B","540758","773456","48","1"
"DDD","2014J","379336","813935","49","4"
"FFF","2014J","680506","882545","8","1"
"EEE","2013J","571595","551162","107","2"
"FFF","2013J","609439","716660","179","1"
"DDD","2014J","678065","813701","64","3"
"BBB","2014B","613842","768377","81","1"
"CCC","2014B","602042","730008","171","1"
"EEE","2014B","478550","790740","16","2"
"FFF","2013J","572076","716253","108","4"
"DDD","2014J","607767","813710","34","2"
"FFF","2013J","607052","716261","-17","6"
"DDD","2013J","47063","673519","34","1"
"FFF","2013J","565587","716434","211","2"
"BBB","2013J","492286","703721","225","1"
"FFF","2013B","469743","526749","77","2"
"FFF","2013J","585466","716216","5","5"
"GGG","2013J","549973","661575","87","3"
"GGG","2013J","604110","661579","185","1"
"DDD","2013J","430356","673537","159","1"
"FFF","2013B","526761","526738","6","3"
"DDD","2013J","605266","674043","-18","1"
"EEE","2013J","610503","551013","236","2"
"FFF","2014B","633717","779671","104","3"
"DDD","2013J","524711","674100","119","4"
"DDD","2013B","403085","547912","169","2"
"AAA","2013J","141355","546645","52","1"
"FFF","2014B","305876","779259","19","1"
"FFF","2013J","594326","716257","236","5"
"BBB","2013J","600740","703721","126","5"
"EEE","2013J","612187","551027","38","1"
"BBB","2014J","642413","913468","192","3"
"FFF","2014B","594636","779671","171","1"
"FFF","2013J","591735","716318","17","1"
"FFF","2013J","595769","716219","94","9"
"BBB","2013J","1411627","703741","227","18"
"FFF","2013J","509940","716643","2","2"
"FFF","2014J","645405","882547","201","2"
"AAA","2014J","235068","877134","54","2"
"CCC","2014J","621696","909032","115","6"
"CCC","2014J","679750","909095","221","37"
"DDD","2014J","647166","813708","192","17"
"FFF","2013B","520187","526721","39","10"
"FFF","2013J","608747","716351","0","1"
"BBB","2013B","416654","542811","82","1"
"BBB","2013B","377759","542795","183","1"
"FFF","2013J","192680","716238","69","7"
"DDD","2013B","320014","547958","109","1"
"DDD","2013B","160005","547275","117","8"
"BBB","2013B","552007","543185","172","1"
"FFF","2013J","598215","716216","5","1"
"CCC","2014B","236205","729671","77","2"
"FFF","2013J","533975","716320","119","2"
"CCC","2014B","129198","730054","0","3"
"DDD","2013J","343781","673521","231","1"
"BBB","2014J","649742","913466","25","4"
"DDD","2013B","547679","547303","15","5"
"FFF","2013J","605988","716678","4","2"
"FFF","2013B","544850","527499","36","1"
"FFF","2014J","155938","883024","10","1"
"EEE","2014J","625614","832568","56","3"
"DDD","2013J","343781","673984","139","2"
"FFF","2014J","649952","882545","1","1"
"EEE","2014B","600814","790732","21","2"
"FFF","2014J","2417975","882602","1","1"
"FFF","2013J","601390","716252","49","14"
"DDD","2013J","558021","674054","192","2"
"DDD","2014J","650376","813951","-6","1"
"FFF","2013J","596828","716655","16","1"
"FFF","2014J","484494","882674","2","1"
"BBB","2014J","395822","913473","240","3"
"BBB","2013J","277812","703729","52","1"
"FFF","2014J","692219","883036","-2","1"
"EEE","2014B","611024","790824","34","1"
"DDD","2013J","600963","673530","37","1"
"FFF","2013J","592631","716320","128","11"
"CCC","2014J","471580","909013","113","1"
"DDD","2014B","291005","773077","27","1"
"FFF","2013J","269508","716431","84","1"
"EEE","2014B","612023","790862","-12","1"
"GGG","2014B","620808","798636","140","11"
"FFF","2013B","425997","527169","25","1"
"FFF","2013J","598835","716219","157","1"
"FFF","2013B","119353","526751","75","1"
"BBB","2014J","1835389","913466","162","2"
"FFF","2014J","2272023","882537","-17","4"
"FFF","2013J","588925","716643","17","3"
"DDD","2014J","1935774","814027","166","1"
"DDD","2013J","2540195","674158","13","1"
"BBB","2014J","698208","913488","64","1"
"FFF","2014J","2683857","882537","11","1"
"CCC","2014B","388538","729842","216","4"
"FFF","2013B","315945","526833","159","10"
"FFF","2014J","366140","883087","129","4"
"FFF","2014J","656882","882545","30","6"
"FFF","2014J","654217","883049","117","1"
"BBB","2014B","2541388","768341","43","1"
"FFF","2014J","656734","882545","40","2"
"EEE","2013J","1053702","551053","-11","7"
"CCC","2014J","594326","909275","197","1"
"AAA","2014J","58316","877399","52","1"
"FFF","2013J","561031","716431","208","2"
"BBB","2013J","600121","703732","63","2"
"DDD","2014B","592465","772988","3","2"
"FFF","2013J","605409","716301","53","7"
"DDD","2013J","2112088","673519","221","1"
"AAA","2014J","328024","877128","50","1"
"CCC","2014J","542557","909013","11","2"
"FFF","2013J","561873","716678","128","2"
"FFF","2014J","696043","882547","230","4"
"FFF","2013B","422280","527488","27","1"
"FFF","2014B","618280","779427","14","2"
"EEE","2014J","689389","832701","172","1"
"FFF","2014J","688891","882654","4","5"
"FFF","2013B","443950","527169","103","1"
"BBB","2014J","554048","926333","66","4"
"FFF","2013B","520082","526812","58","1"
"FFF","2013B","559325","526721","-6","4"
"DDD","2013B","489291","547303","-16","3"
"CCC","2014B","1474869","729786","139","2"
"FFF","2013J","1759799","716641","168","5"
"EEE","2014J","686564","832566","42","1"
"CCC","2014J","641363","909266","2","1"
"GGG","2013J","601319","661607","155","6"
"BBB","2013J","336646","703945","44","1"
"DDD","2013J","585098","674100","121","1"
"EEE","2014J","643771","832701","212","3"
"AAA","2014J","293824","877026","31","6"
"FFF","2013J","467524","716645","15","1"
"FFF","2013J","1917335","716378","68","2"
"DDD","2013J","1777511","673519","165","7"
"BBB","2014J","640425","913473","16","10"
"DDD","2014J","548486","814028","-25","2"
"FFF","2013J","515888","716238","59","1"
"CCC","2014B","1930146","729671","67","5"
"GGG","2013J","595434","661579","182","1"
"FFF","2014B","608173","779089","-3","3"
"CCC","2014B","517999","730007","82","2"
"DDD","2014B","118479","773028","115","1"
"FFF","2013J","520061","716438","70","2"
"FFF","2013J","587294","716247","205","2"
"BBB","2014J","114402","913485","67","1"
"BBB","2013J","604556","704063","237","2"
"FFF","2014J","287079","882610","63","1"
"CCC","2014J","633303","1019025","243","9"
"CCC","2014B","599958","729780","201","35"
"DDD","2013B","550092","547304","116","1"
"CCC","2014B","635416","729782","150","1"
"EEE","2013J","535259","551039","218","4"
"FFF","2014B","634260","779280","138","2"
"BBB","2014B","617560","768336","78","4"
"BBB","2014B","630090","768340","21","3"
"FFF","2013B","371787","527179","130","1"
"BBB","2014J","1903095","913473","83","3"
"FFF","2014J","194163","882577","32","1"
"DDD","2014J","1747824","813959","40","1"
"DDD","2014B","2685827","772729","188","1"
"BBB","2014J","680926","913475","10","1"
"FFF","2014B","589565","779076","122","3"
"FFF","2014J","689444","883040","3","1"
"FFF","2014J","676444","882537","75","5"
"AAA","2013J","1626710","546883","191","2"
"FFF","2014B","498266","779075","104","3"
"DDD","2014J","2507993","1006068","237","1"
"FFF","2013J","529723","716431","190","26"
"FFF","2014B","510142","779431","12","1"
"EEE","2014B","469761","790732","92","4"
"FFF","2014B","623438","779540","57","1"
"FFF","2013B","2560595","527507","-3","1"
"FFF","2013J","293317","716263","98","1"
"FFF","2014J","585284","883064","-18","1"
"CCC","2014J","636732","909013","55","2"
"FFF","2013B","37298","527394","16","1"
"DDD","2014B","424880","772705","220","7"
"DDD","2014J","504064","813996","192","2"
"AAA","2013J","307061","546883","214","6"
"EEE","2013J","2623263","551010","129","9"
"DDD","2013B","549038","547946","99","1"
"DDD","2013J","34087","674269","36","1"
"CCC","2014B","520588","729671","134","2"
"FFF","2013J","576107","716440","10","2"
"FFF","2013J","591394","716263","88","1"
"BBB","2013J","128889","703901","125","3"
"EEE","2014B","329455","790823","15","4"
"CCC","2014J","633179","909307","-13","1"
"DDD","2013J","74502","673536","209","2"
"FFF","2014J","651881","882608","154","2"
"EEE","2014J","644246","832654","-18","15"
"CCC","2014J","418397","909240","32","1"
"EEE","2014J","646097","832762","66","1"
"DDD","2014J","504064","814137","56","1"
"FFF","2014B","422626","779384","169","6"
"FFF","2013B","1442706","527176","40","2"
"FFF","2014J","676882","882537","114","2"
"CCC","2014B","624060","729676","101","1"
"FFF","2014J","641309","882545","159","1"
"CCC","2014B","1781834","729683","200","1"
"CCC","2014B","388750","729819","2","1"
"EEE","2013J","592997","551046","186","1"
"CCC","2014J","614458","909014","120","4"
"DDD","2013B","361209","547274","2","3"
"CCC","2014J","61227","909097","159","1"
"CCC","2014B","45664","730006","63","1"
"CCC","2014J","443964","909249","200","1"
"BBB","2014B","564906","768393","187","1"
"BBB","2014B","622345","768351","175","4"
"BBB","2013B","478317","542807","111","3"
"DDD","2013J","74502","673519","115","14"
"BBB","2013B","558965","542864","52","2"
"FFF","2014J","1881231","882551","30","1"
"BBB","2013J","607937","704074","3","3"
"FFF","2013J","600436","716254","149","11"
"BBB","2014J","644362","913690","221","1"
"FFF","2013J","139190","716238","201","1"
"BBB","2013J","575520","703721","251","2"
"AAA","2014J","228021","877030","159","2"
"EEE","2014B","604571","790922","8","1"
"FFF","2014B","620399","779652","23","2"
"BBB","2014J","570275","913521","232","18"
"DDD","2013J","578026","673727","87","11"
"DDD","2014J","571644","936981","179","1"
"FFF","2014B","128968","779089","179","1"
"DDD","2014J","646952","813956","110","1"
"DDD","2014J","2310615","936982","149","1"
"FFF","2013B","404135","526796","143","6"
"DDD","2014J","598141","813701","160","1"
"DDD","2014J","585432","813956","191","1"
"DDD","2013B","492371","547272","112","1"
"DDD","2013J","588293","674162","88","2"
"FFF","2014B","615439","779746","109","2"
"FFF","2014J","698656","882537","44","3"
"FFF","2013B","467506","526757","149","26"
"FFF","2013J","566009","716333","72","3"
"CCC","2014J","618649","909013","179","1"
"FFF","2014J","686558","882626","9","1"
"FFF","2013J","427802","716222","107","3"
"EEE","2013J","510401","551072","155","18"
"BBB","2014J","1972832","913678","237","2"
"FFF","2014J","581659","882551","48","2"
"DDD","2014J","641315","814041","237","1"
"FFF","2013J","2252765","716762","-9","1"
"BBB","2013B","188152","542807","33","1"
"FFF","2013J","596646","716678","91","1"
"BBB","2013B","555673","542864","169","1"
"EEE","2013J","589380","551172","29","4"
"GGG","2014J","625530","896948","196","1"
"AAA","2013J","312537","546911","1","1"
"CCC","2014B","515107","729671","89","4"
"DDD","2014B","629632","772705","12","7"
"FFF","2014J","638411","883288","-9","2"
"DDD","2013B","103904","547272","133","2"
"FFF","2014B","594909","779089","86","2"
"DDD","2013B","559930","547608","101","1"
"EEE","2014J","684225","832676","217","1"
"BBB","2013B","544989","542807","8","1"
"FFF","2014J","94749","882537","7","1"
"DDD","2014J","469633","813710","106","1"
"EEE","2014B","605367","790732","166","3"
"BBB","2014J","586376","913473","39","3"
"BBB","2013B","435245","542807","191","7"
"FFF","2014B","134851","779396","66","1"
"DDD","2013B","550064","547828","6","1"
"FFF","2014J","692968","882545","167","1"
"FFF","2013J","597787","716216","39","18"
"FFF","2013J","592007","716636","37","1"
"FFF","2014B","611350","779076","3","10"
"BBB","2014J","645042","913473","38","7"
"DDD","2014B","543789","773030","165","1"
"FFF","2014B","632513","779682","33","1"
"DDD","2014J","563453","813701","205","4"
"FFF","2014B","568954","779401","131","2"
"BBB","2014J","648676","913489","71","1"
"FFF","2013B","547399","526834","220","6"
"DDD","2014B","631207","772988","4","1"
"DDD","2013J","2569051","674157","9","2"
"DDD","2014J","571382","814117","7","2"
"CCC","2014B","614059","729671","108","2"
"FFF","2013B","556251","527114","222","10"
"FFF","2013J","1504653","716260","205","1"
"FFF","2013J","299886","716238","158","1"
"CCC","2014J","607900","909013","-18","13"
"FFF","2013J","608349","716216","32","4"
"GGG","2014B","633118","798620","7","5"
"DDD","2013J","589220","673975","11","1"
"BBB","2014J","695247","913515","182","12"
"FFF","2013B","345064","527507","26","1"
"DDD","2013J","588013","673537","11","1"
"BBB","2013J","604200","703732","99","13"
"EEE","2013J","270638","551010","-10","1"
"DDD","2013J","388947","674436","19","1"
"BBB","2014B","630315","768344","47","1"
"BBB","2014B","583950","768377","82","1"
"FFF","2014B","598713","779089","19","3"
"DDD","2014B","380681","772728","29","1"
"EEE","2014J","674430","832780","65","1"
"FFF","2014B","629928","779652","50","1"
"DDD","2013B","441132","547858","21","1"
"DDD","2013J","391537","673537","234","7"
"DDD","2013J","572457","674187","37","1"
"FFF","2013J","599718","716238","76","4"
"FFF","2013B","522923","527433","147","1"
"AAA","2013J","2182846","546654","4","2"
"EEE","2013J","598973","551021","156","7"
"FFF","2013B","2521655","527230","12","1"
"AAA","2013J","2367155","546667","5","4"
"DDD","2014B","118479","772729","122","5"
"AAA","2013J","277880","546879","170","1"
"FFF","2013J","522007","716378","148","4"
"FFF","2014J","692612","882545","103","1"
"DDD","2014B","285412","772991","65","2"
"FFF","2013J","404631","716219","152","1"
"FFF","2014J","2602542","882573","27","15"
"GGG","2014J","600320","896974","178","1"
"EEE","2014J","649718","832700","209","5"
"FFF","2014J","685410","882592","90","1"
"EEE","2014J","687563","832566","133","3"
"EEE","2013J","588676","551012","60","1"
"FFF","2013J","488394","716306","205","10"
"EEE","2014B","634216","790934","31","1"
"DDD","2013J","567970","673523","0","1"
"FFF","2013B","550763","526845","210","3"
"EEE","2014J","625614","832566","131","1"
"BBB","2013B","313810","543241","111","1"
"EEE","2014B","522525","790904","145","2"
"DDD","2014B","633960","773163","156","2"
"FFF","2014J","565017","882676","180","2"
"CCC","2014B","1087710","729790","50","1"
"EEE","2013J","592997","551012","2","4"
"CCC","2014B","593071","730068","17","1"
"EEE","2014B","2064873","790809","167","60"
"FFF","2013B","359156","526844","22","2"
"GGG","2013J","560653","661808","135","8"
"BBB","2013J","563374","703721","96","6"
"EEE","2014J","62034","832567","232","2"
"AAA","2013J","2641155","546667","-10","2"
"AAA","2013J","342972","546719","-5","6"
"CCC","2014B","619870","729785","162","26"
"EEE","2013J","597319","551038","136","1"
"BBB","2013J","483744","703894","31","2"
"BBB","2013B","507359","542807","33","1"
"FFF","2013J","548693","716672","-18","1"
"DDD","2014J","617249","813708","4","3"
"FFF","2013J","504076","716682","3","3"
"BBB","2014J","1989014","913466","140","1"
"FFF","2013B","498578","527114","60","1"
"FFF","2013J","570455","716660","1","4"
"DDD","2013B","183714","547633","108","1"
"DDD","2013J","77241","673519","99","1"
"CCC","2014B","578450","729789","17","1"
"EEE","2013J","599958","551011","20","2"
"GGG","2014J","677491","896951","202","1"
"GGG","2014J","674481","896984","155","2"
"DDD","2014J","685294","814208","228","2"
"DDD","2014J","2662152","813706","93","1"
"FFF","2013J","588672","716238","66","2"
"FFF","2014J","235971","882545","35","8"
"FFF","2013J","299281","716861","-3","3"
"FFF","2013B","526896","526845","-3","2"
"DDD","2013J","407374","674099","53","2"
"DDD","2013B","309580","547272","200","1"
"FFF","2013B","1836988","527114","45","1"
"CCC","2014B","83219","729676","44","1"
"DDD","2014J","654502","814179","58","1"
"EEE","2014B","610234","790934","11","1"
"EEE","2013J","583186","551079","17","1"
"CCC","2014J","675111","909013","4","2"
"FFF","2013J","1859038","716238","40","7"
"FFF","2013J","561880","716644","76","2"
"BBB","2013J","596417","703894","31","1"
"FFF","2013J","605459","716324","129","17"
"DDD","2014B","266922","773099","229","3"
"FFF","2014J","569108","883059","220","3"
"CCC","2014J","623221","909086","213","3"
"EEE","2013J","600547","551010","29","11"
"DDD","2013J","594164","673545","194","2"
"FFF","2014J","381257","882677","114","2"
"DDD","2013J","572648","674158","9","1"
"EEE","2014J","404695","832658","9","1"
"GGG","2013J","607256","661572","136","1"
"DDD","2013B","478346","547937","132","1"
"FFF","2014B","617998","779262","110","18"
"FFF","2014B","544271","779652","222","1"
"FFF","2013J","559428","716216","132","1"
"FFF","2013B","2686074","526721","42","2"
"FFF","2014B","624187","779089","64","3"
"FFF","2014J","589162","883077","213","1"
"CCC","2014B","1877015","729779","41","1"
"BBB","2014J","605771","913468","-7","33"
"DDD","2013J","477128","674132","100","1"
"FFF","2014J","1677677","882537","100","8"
"DDD","2014B","612822","772705","33","10"
"FFF","2014J","642750","882537","109","7"
"CCC","2014B","592976","729792","131","2"
"EEE","2014J","675374","832567","50","12"
"EEE","2014J","699134","832565","175","1"
"FFF","2013J","578497","716643","-3","3"
"FFF","2014J","609142","883056","181","4"
"FFF","2013J","518364","716643","18","3"
"DDD","2013J","585422","673737","20","6"
"BBB","2013J","352112","703898","199","1"
"BBB","2014J","686200","913690","225","2"
"FFF","2014J","691932","882646","62","3"
"AAA","2013J","2566592","546692","130","7"
"FFF","2013B","230684","527358","-18","1"
"FFF","2013B","514903","526739","119","1"
"FFF","2013J","563636","716976","52","2"
"CCC","2014J","595938","909013","2","1"
"DDD","2014J","656164","813932","0","1"
"DDD","2014J","654502","813708","19","2"
"DDD","2013J","586022","674171","7","2"
"FFF","2014B","629096","779671","12","1"
"BBB","2013B","539365","542808","-7","1"
"BBB","2014J","633902","913466","198","1"
"BBB","2014B","550269","768380","182","3"
"DDD","2013B","41060","547947","85","3"
"FFF","2013J","585466","716238","69","2"
"GGG","2014B","2689480","798745","164","1"
"BBB","2013B","553755","542807","39","1"
"CCC","2014B","266040","729678","29","1"
"EEE","2014J","688133","832566","20","1"
"DDD","2013J","368436","673746","1","2"
"EEE","2014J","632950","832566","239","1"
"GGG","2013J","500720","661575","223","12"
"FFF","2013J","573093","716433","109","45"
"FFF","2013B","537656","526721","235","1"
"CCC","2014B","585393","729786","163","1"
"FFF","2014J","677546","882617","23","1"
"DDD","2013B","556308","547620","49","1"
"DDD","2014J","2499525","813701","38","2"
"FFF","2013B","2532323","527169","182","1"
"CCC","2014B","180976","729677","120","1"
"CCC","2014B","595797","730135","-14","1"
"DDD","2014B","524137","772995","50","3"
"DDD","2013J","509610","673537","160","3"
"DDD","2013J","2296163","673534","213","6"
"FFF","2013B","494165","527167","47","1"
"FFF","2014J","685373","882545","33","5"
"FFF","2013B","532608","527162","137","1"
"FFF","2014B","624967","779075","0","5"
"EEE","2014B","611502","790934","57","2"
"BBB","2014B","611475","768336","58","8"
"FFF","2014B","621881","779332","-6","1"
"AAA","2013J","311917","546876","164","3"
"FFF","2014J","195552","882584","211","1"
"FFF","2013J","379070","716638","-8","1"
"FFF","2014J","2657913","882537","250","1"
"BBB","2013B","539265","542895","186","5"
"EEE","2014J","636996","832761","41","2"
"DDD","2013B","560311","547272","149","3"
"DDD","2014B","624789","772729","220","1"
"DDD","2013B","540592","547644","116","1"
"GGG","2014B","617886","798618","122","4"
"FFF","2014J","585261","882551","221","1"
"FFF","2014J","681633","882922","204","2"
"FFF","2014B","613630","779825","70","1"
"CCC","2014B","379406","730094","100","1"
"FFF","2013B","1907755","527109","89","89"
"EEE","2014J","693959","973720","155","2"
"GGG","2013J","593954","661575","13","1"
"DDD","2013J","585695","673519","126","1"
"FFF","2013B","1839012","526738","141","2"
"BBB","2014B","626841","768336","37","1"
"CCC","2014B","484174","729671","137","9"
"BBB","2014J","680174","913520","42","1"
"DDD","2014J","397894","813706","102","1"
"DDD","2014J","445239","813701","196","1"
"AAA","2013J","2437837","546900","163","1"
"BBB","2013J","74585","703741","75","5"
"FFF","2013J","173412","716653","42","1"
"FFF","2013J","2364160","716222","-16","1"
"FFF","2014B","547680","779075","161","1"
"FFF","2013J","2452606","716705","-18","1"
"FFF","2014J","693806","882639","230","4"
"DDD","2014J","2310615","813701","240","3"
"FFF","2014B","630759","779405","155","1"
"BBB","2014B","631848","768351","35","4"
"EEE","2013J","2134237","551167","15","1"
"FFF","2013B","560022","526721","108","2"
"DDD","2013B","2358423","547272","11","5"
"EEE","2014J","678538","832566","47","4"
"AAA","2013J","1801229","546614","205","1"
"GGG","2014B","634461","798622","128","4"
"BBB","2013B","556876","542893","106","1"
"CCC","2014J","1942491","909077","16","3"
"CCC","2014J","1485702","909090","208","1"
"FFF","2013B","517062","527115","110","15"
"DDD","2014J","637473","813937","8","2"
"FFF","2013B","558851","527114","37","1"
"FFF","2013B","543798","526844","39","2"
"DDD","2014J","608842","813701","86","2"
"DDD","2014B","613370","773129","213","2"
"DDD","2013B","441132","547951","2","2"
"BBB","2013J","571871","703737","147","1"
"FFF","2014J","564243","882628","190","6"
"EEE","2013J","586921","551063","31","3"
"FFF","2014J","620094","882592","140","3"
"BBB","2014J","571334","913478","1","1"
"AAA","2014J","185350","877085","18","14"
"DDD","2014B","239459","772705","10","3"
"EEE","2014J","566428","832651","234","4"
"BBB","2014J","642083","913690","54","2"
"EEE","2014J","634367","832701","177","10"
"BBB","2013J","610032","703737","8","1"
"FFF","2013B","558628","526846","196","3"
"CCC","2014B","605180","729787","18","22"
"FFF","2013B","291960","526721","31","3"
"DDD","2013B","244875","547303","51","29"
"BBB","2014J","680918","913473","250","2"
"FFF","2013J","228695","716678","201","1"
"EEE","2014J","654801","832715","214","4"
"FFF","2013J","550556","716643","43","1"
"BBB","2014J","695510","913537","115","2"
"GGG","2013J","586337","661575","209","1"
"DDD","2014J","679777","814078","110","2"
"EEE","2014J","675162","832567","3","5"
"FFF","2013J","254446","716238","37","2"
"BBB","2014B","602991","768419","202","3"
"EEE","2013J","610503","551073","159","9"
"FFF","2014J","639522","883092","187","1"
"DDD","2013J","574743","673731","205","11"
"BBB","2013B","537488","543324","1","1"
"FFF","2013J","568234","716712","101","1"
"FFF","2014B","561009","779385","226","1"
"DDD","2013J","380239","674054","131","1"
"BBB","2014J","697574","913473","203","1"
"BBB","2013B","519800","542864","85","4"
"DDD","2014J","131152","813701","25","2"
"DDD","2014J","654807","813708","108","3"
"DDD","2014B","582479","772991","62","4"
"DDD","2013B","400451","547272","40","2"
"CCC","2014J","623100","909090","213","19"
"FFF","2013B","130403","526742","148","29"
"DDD","2014J","584981","814300","87","1"
"DDD","2014B","629921","773388","87","1"
"FFF","2014J","676866","883081","33","2"
"FFF","2013B","557388","526737","-13","2"
"GGG","2014B","628367","798628","221","1"
"FFF","2013B","529097","526834","158","3"
"EEE","2013J","592250","551070","71","1"
"CCC","2014B","633493","729785","208","1"
"FFF","2014J","534112","882537","101","2"
"FFF","2013J","304589","716378","31","2"
"CCC","2014B","328261","729789","19","2"
"CCC","2014J","685597","909098","119","1"
"FFF","2013B","319884","526737","217","5"
"FFF","2014J","654578","882673","226","1"
"FFF","2014J","419059","883092","-16","1"
"FFF","2014J","642843","882537","216","9"
"BBB","2014B","635755","768608","194","1"
"GGG","2014J","651660","896943","22","11"
"EEE","2013J","598321","551128","220","1"
"GGG","2014J","695951","896943","71","9"
"GGG","2014J","675891","896950","226","2"
"FFF","2014J","695250","882674","30","1"
